"";"distrito";"tipo_accidente";"estado_meteorologico";"tipo_vehiculo";"tipo_persona";"rango_edad";"sexo";"positiva_alcohol";"positiva_droga";"grado_lesividad";"categoria_lesividad";"mes";"partes_dia";"coordenada_x_utm";"coordenada_y_utm"
"22374";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Bicicleta";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"October";"Tarde";448141,99;4474418,74
"22375";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";448141,99;4474418,74
"22376";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Autobús";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";439976;4481611,69
"22377";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";439976;4481611,69
"22378";"CHAMBERÍ";"Colisión fronto-lateral";"Nublado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Tarde";440033,29;4476291,5
"22379";"CHAMBERÍ";"Colisión fronto-lateral";"Nublado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";440033,29;4476291,5
"22380";"VICÁLVARO";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";446916,16;4472200,96
"22381";"VICÁLVARO";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";446916,16;4472200,96
"22383";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Motocicleta > 125cc";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Tarde";440719,69;4481739,01
"22394";"MORATALAZ";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";446451,48;4473279,14
"22395";"MORATALAZ";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";446451,48;4473279,14
"22396";"MORATALAZ";"Alcance";"Despejado";"Turismo";"Pasajero";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";446451,48;4473279,14
"22397";"SALAMANCA";"Caída";"Nublado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";442069,37;4475123,76
"22401";"PUENTE DE VALLECAS";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";443689,61;4472370,72
"22402";"PUENTE DE VALLECAS";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Más de 74 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";443689,61;4472370,72
"22406";"RETIRO";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";441277,53;4474496,31
"22407";"RETIRO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";441277,53;4474496,31
"22412";"CENTRO";"Colisión múltiple";"Desconocido";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";439814,58;4474920,04
"22413";"CENTRO";"Colisión múltiple";"Desconocido";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";439814,58;4474920,04
"22414";"CENTRO";"Colisión múltiple";"Desconocido";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";439814,58;4474920,04
"22415";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";444787,1;4472033,7
"22416";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";444787,1;4472033,7
"22423";"CIUDAD LINEAL";"Atropello a persona";"LLuvia intensa";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Madrugada";443411,87;4480947,43
"22424";"CIUDAD LINEAL";"Atropello a persona";"LLuvia intensa";"Turismo";"Peatón";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"September";"Madrugada";443411,87;4480947,43
"22425";"CIUDAD LINEAL";"Caída";"Despejado";"Bicicleta";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Madrugada";444306,62;4476817,51
"22426";"CIUDAD LINEAL";"Caída";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Madrugada";444306,62;4476817,51
"22427";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"October";"Noche";442131,49;4476536,4
"22428";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";442131,49;4476536,4
"22429";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";442131,49;4476536,4
"22430";"MONCLOA-ARAVACA";"Vuelco";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"S";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Madrugada";437542;4477673,56
"22431";"MONCLOA-ARAVACA";"Vuelco";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Madrugada";437542;4477673,56
"22432";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Desconocido";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";439202,98;4480565,11
"22433";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Desconocido";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";439202,98;4480565,11
"22434";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Desconocido";"Turismo";"Pasajero";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";439202,98;4480565,11
"22438";"CHAMARTÍN";"Otro";"Lluvia débil";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";441512,52;4478441,29
"22442";"CARABANCHEL";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";437281,13;4471081,96
"22443";"TETUÁN";"Caída";"Lluvia débil";"Motocicleta hasta 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";441437,83;4479225,05
"22444";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";440544,86;4483716,73
"22445";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";440544,86;4483716,73
"22446";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Turismo";"Pasajero";"Más de 74 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";440544,86;4483716,73
"22447";"CHAMARTÍN";"Colisión lateral";"Desconocido";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";441932,14;4480614,12
"22448";"CHAMARTÍN";"Colisión lateral";"Desconocido";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";441932,14;4480614,12
"22461";"CIUDAD LINEAL";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana";444038,65;4478396,47
"22462";"CIUDAD LINEAL";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";444038,65;4478396,47
"22463";"VILLA DE VALLECAS";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";447213,76;4469639,57
"22464";"VILLA DE VALLECAS";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 60 a 64 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Tarde";447213,76;4469639,57
"22465";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Ciclomotor";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";439696,09;4482346,54
"22466";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";439696,09;4482346,54
"22473";"SAN BLAS-CANILLEJAS";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";446712,48;4475349,43
"22474";"SAN BLAS-CANILLEJAS";"Atropello a persona";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";446712,48;4475349,43
"22475";"SAN BLAS-CANILLEJAS";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 65 a 69 años";"Mujer";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Tarde";446712,48;4475349,43
"22476";"LATINA";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";435853,21;4471512,48
"22477";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";435853,21;4471512,48
"22482";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"October";"Tarde";450298,23;4477297,24
"22483";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"October";"Tarde";450298,23;4477297,24
"22484";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"October";"Tarde";450298,23;4477297,24
"22485";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"October";"Tarde";442489,99;4479859,67
"22486";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";442489,99;4479859,67
"22487";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Bicicleta";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";441787,29;4483231,98
"22488";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";441787,29;4483231,98
"22489";"VICÁLVARO";"Caída";"Despejado";"Bicicleta";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Noche";452769,94;4472774,69
"22494";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Bicicleta";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Noche";440147,88;4475794,53
"22495";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";440147,88;4475794,53
"22496";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";440147,88;4475794,53
"22500";"CENTRO";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"S";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";440694,15;4474547
"22505";"SALAMANCA";"Caída";"Despejado";"VMU eléctrico";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";441297,85;4474666,2
"22512";"VILLA DE VALLECAS";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";446807,55;4469445,18
"22513";"VILLA DE VALLECAS";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";446807,55;4469445,18
"22514";"VILLA DE VALLECAS";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";446807,55;4469445,18
"22515";"VILLA DE VALLECAS";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";446807,55;4469445,18
"22519";"HORTALEZA";"Vuelco";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Madrugada";448555,58;4478017,71
"22520";"HORTALEZA";"Vuelco";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Madrugada";448555,58;4478017,71
"22525";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana";439094,59;4482986,42
"22526";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";439094,59;4482986,42
"22527";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";439094,59;4482986,42
"22528";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";439094,59;4482986,42
"22529";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";439094,59;4482986,42
"22533";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";437367,76;4473027,05
"22534";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";437367,76;4473027,05
"22535";"CARABANCHEL";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Tarde";438283,38;4471671,46
"22536";"CARABANCHEL";"Caída";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";438283,38;4471671,46
"22537";"CHAMARTÍN";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";443067,11;4479700,89
"22551";"MORATALAZ";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Noche";443987,37;4473291,59
"22553";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";444831,65;4475551,12
"22554";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";444831,65;4475551,12
"22555";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";444831,65;4475551,12
"22558";"MONCLOA-ARAVACA";"Caída";"Despejado";"Bicicleta EPAC (pedaleo asistido)";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Tarde";437213,16;4476295,9
"22559";"CENTRO";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Noche";440422,75;4474087,81
"22560";"CENTRO";"Caída";"Despejado";"Motocicleta > 125cc";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Noche";440422,75;4474087,81
