"";"distrito";"tipo_accidente";"estado_meteorologico";"tipo_vehiculo";"tipo_persona";"rango_edad";"sexo";"positiva_alcohol";"positiva_droga";"grado_lesividad";"categoria_lesividad";"mes";"partes_dia"
"22800";"ARGANZUELA";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche"
"22801";"ARGANZUELA";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22802";"ARGANZUELA";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22803";"ARGANZUELA";"Alcance";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22804";"ARGANZUELA";"Alcance";"Despejado";"Turismo";"Pasajero";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22805";"RETIRO";"Alcance";"Despejado";"Bicicleta";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22806";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22807";"RETIRO";"Alcance";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22810";"CHAMARTÍN";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22811";"CHAMARTÍN";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Más de 74 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22812";"CIUDAD LINEAL";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22813";"CIUDAD LINEAL";"Colisión frontal";"Despejado";"Turismo";"Conductor";"Más de 74 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22814";"CIUDAD LINEAL";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22815";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"Más de 74 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22818";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Furgoneta";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22819";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Motocicleta > 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22820";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22821";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Todo terreno";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22822";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Todo terreno";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22823";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Mañana"
"22826";"CHAMARTÍN";"Choque contra obstáculo fijo";"Despejado";"Camión rígido";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22827";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22828";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22829";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Turismo";"Pasajero";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22830";"CHAMARTÍN";"Caída";"Despejado";"Furgoneta";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22831";"CHAMARTÍN";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"October";"Tarde"
"22847";"USERA";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22848";"USERA";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22849";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche"
"22850";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22851";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22853";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22854";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22859";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Autobús";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22860";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Autobús";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"October";"Tarde"
"22861";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Autobús";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22862";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22863";"CIUDAD LINEAL";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22864";"CIUDAD LINEAL";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22865";"CIUDAD LINEAL";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22866";"CHAMARTÍN";"Colisión lateral";"Despejado";"Furgoneta";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22867";"CHAMARTÍN";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Tarde"
"22871";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22872";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22873";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22874";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22875";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 6  a  9 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22876";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 60 a 64 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22877";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22878";"RETIRO";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22879";"RETIRO";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22880";"RETIRO";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22881";"RETIRO";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22882";"RETIRO";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 6  a  9 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22883";"RETIRO";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22884";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22885";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22886";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22887";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22893";"CENTRO";"Caída";"Despejado";"Bicicleta EPAC (pedaleo asistido)";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Tarde"
"22897";"CARABANCHEL";"Colisión lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Tarde"
"22898";"CARABANCHEL";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22899";"CARABANCHEL";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22900";"CIUDAD LINEAL";"Colisión lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"October";"Noche"
"22902";"CIUDAD LINEAL";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22903";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22904";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22905";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22906";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22907";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22908";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Tarde"
"22909";"ARGANZUELA";"Caída";"Desconocido";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22910";"ARGANZUELA";"Caída";"Desconocido";"Motocicleta hasta 125cc";"Peatón";"De 15 a 17 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22915";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"S";"1";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Madrugada"
"22916";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Madrugada"
"22917";"CENTRO";"Colisión múltiple";"Despejado";"Otros vehículos con motor";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Madrugada"
"22928";"FUENCARRAL-EL PARDO";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"October";"Tarde"
"22929";"FUENCARRAL-EL PARDO";"Caída";"Despejado";"Turismo";"Conductor";"De 70 a 74 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22930";"PUENTE DE VALLECAS";"Colisión lateral";"Lluvia débil";"Furgoneta";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22931";"PUENTE DE VALLECAS";"Colisión lateral";"Lluvia débil";"Motocicleta hasta 125cc";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22939";"VILLA DE VALLECAS";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22940";"VILLAVERDE";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22941";"VILLAVERDE";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Mañana"
"22942";"HORTALEZA";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Tarde"
"22943";"PUENTE DE VALLECAS";"Colisión frontal";"Despejado";"Camión rígido";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22944";"PUENTE DE VALLECAS";"Colisión frontal";"Despejado";"Motocicleta > 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Mañana"
"22945";"CIUDAD LINEAL";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Mañana"
"22946";"CIUDAD LINEAL";"Caída";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22947";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Cuadriciclo ligero";"Conductor";"De 15 a 17 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22948";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22949";"CENTRO";"Colisión lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22950";"CENTRO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22955";"SALAMANCA";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Mañana"
"22956";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22957";"SALAMANCA";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22958";"SALAMANCA";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22959";"SALAMANCA";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22960";"CARABANCHEL";"Caída";"Despejado";"VMU eléctrico";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Tarde"
"22965";"PUENTE DE VALLECAS";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
